CustomerID,Gender,Age,Region,Tenure,SubscriptionType,MonthlyCharges,TotalSpend,NumOfPurchases,EngagementScore,CustomerSatisfaction,SupportTickets,PaymentMethod,AutoRenewal,Churn
CUST04159,Female,22,North,40,Standard,77.42,4480.58,10,80,3,0,Credit Card,1,0
CUST04160,Female,42,East,34,Premium,117.45,2443.17,20,87,4,2,UPI,1,0
CUST04161,Female,30,North,2,Basic,29.92,3785.26,70,68,3,1,PayPal,1,0
CUST04162,Male,41,North,24,Standard,102.12,1354.53,61,75,1,1,PayPal,1,0
CUST04163,Female,48,East,14,Basic,70.57,506.39,59,21,5,1,Auto-Debit,1,0
CUST04164,Male,37,North,41,Basic,72.16,464.33,22,11,2,1,PayPal,0,0
CUST04165,Female,25,North,42,Standard,71.91,1358.27,68,92,3,1,UPI,1,0
CUST04166,Male,26,North,13,Basic,52.53,380.2,4,57,4,3,Credit Card,0,0
CUST04167,Male,38,West,29,Basic,52.46,4281.31,83,38,4,2,Credit Card,1,0
CUST04168,Male,68,East,1,Standard,83.18,2551.62,29,35,4,0,Auto-Debit,0,0
CUST04169,Male,37,West,46,Standard,24.48,4092.32,58,5,2,0,Auto-Debit,1,0
CUST04170,Male,32,North,34,Standard,78.88,4711.51,58,47,3,2,PayPal,1,0
CUST04171,Male,43,North,4,Standard,92.46,4970.76,54,7,5,1,Credit Card,1,0
CUST04172,Other,59,West,28,Standard,55.63,4698.39,28,69,1,0,UPI,0,0
CUST04173,Male,28,North,19,Basic,41.74,3639.47,77,54,3,0,Auto-Debit,1,0
CUST04174,Female,54,East,1,Basic,41.34,2321.5,39,93,3,0,PayPal,1,0
CUST04175,Female,58,South,36,Standard,28.18,3070.33,57,60,5,0,UPI,1,0
CUST04176,Other,28,West,43,Basic,28.97,4119.18,64,82,2,3,Credit Card,1,0
CUST04177,Female,44,South,13,Premium,36.67,4508.26,92,93,1,0,Auto-Debit,1,0
CUST04178,Female,47,South,59,Standard,21.92,4791.05,30,88,1,1,UPI,0,0
CUST04179,Male,36,South,50,Basic,46.62,3706.91,86,9,1,2,Credit Card,1,0
CUST04180,Male,51,West,42,Standard,50.64,2791.78,50,47,3,3,Auto-Debit,1,0
CUST04181,Male,55,North,5,Premium,119.52,4848.18,54,65,5,1,UPI,0,0
CUST04182,Female,40,East,33,Basic,119.17,4801.4,23,23,5,4,UPI,1,0
CUST04183,Female,18,North,14,Basic,38.7,2492.25,18,27,2,0,PayPal,1,0
CUST04184,Male,20,East,16,Premium,41.3,3313.56,81,33,5,1,Credit Card,1,0
CUST04185,Male,20,North,56,Basic,69.19,4084.48,54,56,5,1,PayPal,1,0
CUST04186,Female,45,South,58,Basic,34.88,2278.78,95,66,1,1,PayPal,1,0
CUST04187,Male,31,South,32,Basic,70.4,4181.01,28,25,2,2,Auto-Debit,1,0
CUST04188,Female,69,East,50,Standard,59.94,734.99,8,62,5,3,PayPal,1,0
CUST04189,Female,47,West,27,Standard,52.46,2509.53,32,21,5,3,PayPal,1,0
CUST04190,Female,22,North,35,Standard,102.26,2516.54,6,95,5,0,UPI,1,0
CUST04191,Female,66,South,3,Premium,102.81,3486.35,72,35,5,2,Credit Card,1,0
CUST04192,Female,32,East,4,Standard,118.79,758.78,86,77,1,1,PayPal,1,0
CUST04193,Female,55,North,7,Premium,42.31,695.41,40,36,3,1,UPI,0,0
CUST04194,Female,31,East,13,Standard,108.83,4522.86,51,2,2,0,UPI,0,0
CUST04195,Female,31,West,41,Basic,73.78,1657.96,47,91,3,0,UPI,1,0
CUST04196,Male,66,West,3,Premium,79.15,1769.23,95,89,1,0,PayPal,1,0
CUST04197,Male,25,North,17,Basic,109.63,3928.94,70,73,3,1,Credit Card,1,0
CUST04198,Male,25,West,47,Standard,114.26,2191.56,68,63,5,1,Auto-Debit,1,0
CUST04199,Male,36,North,59,Basic,92.68,4198.03,7,89,2,2,Auto-Debit,1,0
CUST04200,Female,49,North,10,Standard,54.78,2127.05,98,22,5,0,UPI,1,0
CUST04201,Female,48,West,47,Premium,68.97,3850.88,27,70,2,0,Credit Card,1,0
CUST04202,Male,46,East,1,Basic,81.51,2721.49,66,97,3,1,Credit Card,1,0
CUST04203,Male,58,East,28,Basic,102.86,4691.98,54,57,5,0,UPI,1,0
CUST04204,Other,28,North,59,Basic,85.79,1771.47,14,11,1,1,PayPal,1,0
CUST04205,Male,62,South,54,Standard,56.54,1940.91,93,85,5,1,Auto-Debit,1,0
CUST04206,Male,30,North,53,Basic,61.79,4855.94,22,51,4,2,PayPal,1,0
CUST04207,Female,44,East,10,Standard,25.04,3740.12,69,10,1,0,PayPal,1,0
CUST04208,Female,36,North,7,Basic,112.43,3908.32,56,8,2,1,UPI,1,0
CUST04209,Male,43,East,39,Basic,28.81,1620.69,82,4,4,1,Credit Card,1,0
CUST04210,Male,68,West,3,Standard,77.99,2753.81,60,69,5,1,PayPal,1,0
CUST04211,Male,54,North,7,Standard,107.17,1705,51,70,5,1,Credit Card,1,0
CUST04212,Female,65,North,9,Basic,62.09,1447.37,16,17,5,3,UPI,1,0
CUST04213,Female,26,West,40,Standard,100.01,2769.16,6,78,5,0,Credit Card,1,1
CUST04214,Male,45,West,35,Premium,100.38,4941.25,1,64,4,1,UPI,1,0
CUST04215,Female,49,South,26,Basic,25.98,1230.19,12,78,1,0,Auto-Debit,0,0
CUST04216,Female,69,West,5,Basic,61.21,1364.1,24,53,4,2,Auto-Debit,0,0
CUST04217,Male,20,South,13,Standard,89.1,1367.02,75,8,1,0,Credit Card,1,0
CUST04218,Female,68,West,45,Basic,62.24,4000.17,43,70,3,1,Auto-Debit,1,0
CUST04219,Female,49,East,30,Basic,74.52,2650.31,34,59,3,0,UPI,1,0
CUST04220,Male,22,North,40,Standard,79.45,2046.88,93,8,1,1,Credit Card,1,0
CUST04221,Male,25,West,50,Basic,35.12,4250.19,96,43,1,1,UPI,0,0
CUST04222,Female,31,East,39,Basic,61.2,1627.96,57,10,1,0,Credit Card,0,1
CUST04223,Female,20,West,59,Premium,22.85,2082.65,21,2,3,4,Auto-Debit,1,0
CUST04224,Female,41,North,10,Basic,34.96,553.38,40,76,1,1,PayPal,1,0
CUST04225,Female,30,West,42,Premium,71.23,770.77,33,4,1,0,UPI,0,0
CUST04226,Female,60,West,23,Basic,77.36,856.31,33,31,4,1,PayPal,1,0
CUST04227,Male,46,North,11,Premium,34.62,1865.48,28,21,2,1,UPI,1,1
CUST04228,Female,25,West,12,Standard,95.56,2715.61,65,53,5,1,UPI,1,0
CUST04229,Male,68,North,13,Basic,57.3,203.57,76,52,5,1,Auto-Debit,0,0
CUST04230,Male,59,South,40,Standard,112.06,1111.68,46,61,4,2,PayPal,1,0
CUST04231,Female,48,West,49,Premium,58.77,1043.12,33,49,1,2,Credit Card,1,0
CUST04232,Female,43,East,56,Basic,34.98,1416.06,69,25,2,1,Auto-Debit,1,0
CUST04233,Male,35,West,46,Standard,95.8,997.19,66,66,4,1,Credit Card,0,0
CUST04234,Female,35,North,49,Standard,76.78,1136.62,36,53,2,2,Credit Card,1,0
CUST04235,Male,24,North,51,Standard,58.67,4922.63,88,40,3,0,Credit Card,0,0
CUST04236,Male,65,East,16,Standard,55.6,3054.71,54,7,2,6,Credit Card,1,0
CUST04237,Male,55,East,9,Basic,35.08,3860.93,50,23,4,0,Credit Card,1,0
CUST04238,Female,65,North,52,Basic,54.08,4132.85,51,12,5,2,Auto-Debit,0,0
CUST04239,Female,33,South,10,Standard,22.93,3404.87,52,74,3,1,Auto-Debit,1,0
CUST04240,Male,50,South,29,Premium,70.24,3579.59,21,59,2,3,PayPal,1,0
CUST04241,Female,68,North,9,Basic,109.67,3234.96,30,13,5,1,UPI,0,0
CUST04242,Male,20,South,33,Standard,99.53,3316.99,15,45,2,2,UPI,0,0
CUST04243,Female,55,East,24,Basic,22.85,4656.56,9,4,2,0,PayPal,0,1
CUST04244,Male,21,South,35,Standard,108.13,1091.54,32,12,1,1,Credit Card,1,0
CUST04245,Male,53,East,11,Standard,65.23,1518.7,72,23,5,0,Credit Card,1,1
CUST04246,Female,21,West,39,Standard,39.09,647.64,23,15,3,3,PayPal,1,0
CUST04247,Male,59,East,50,Premium,95.24,4219.16,27,28,3,0,Auto-Debit,0,0
CUST04248,Male,26,West,13,Basic,52.29,2354.03,42,18,3,2,Auto-Debit,1,0
CUST04249,Female,57,East,55,Basic,45.33,4554.1,8,80,2,0,UPI,1,0
CUST04250,Other,68,East,23,Premium,36.13,2176.04,93,59,5,0,PayPal,1,0
CUST04251,Male,34,South,25,Basic,68.66,2324.55,11,61,3,2,Credit Card,1,0
CUST04252,Male,34,East,50,Standard,29.34,2352.11,21,94,3,0,UPI,1,0
CUST04253,Male,50,North,16,Standard,98.56,3139.97,44,47,2,1,PayPal,0,0
CUST04254,Female,37,West,56,Standard,67.07,3877.4,39,92,4,1,Credit Card,0,0
CUST04255,Male,31,West,48,Basic,64.7,1886.2,94,31,3,0,PayPal,0,0
CUST04256,Female,39,East,21,Basic,20.19,3224.79,33,45,5,0,Auto-Debit,1,1
CUST04257,Other,69,North,10,Standard,101.79,1179.04,67,80,3,1,PayPal,1,0
CUST04258,Male,44,East,41,Basic,69.28,2859.43,55,70,2,2,PayPal,1,0
CUST04259,Male,60,East,40,Standard,63.99,2823.61,13,68,4,1,Auto-Debit,0,0
CUST04260,Male,20,South,19,Standard,96.14,4465.84,36,87,4,3,PayPal,1,0
CUST04261,Male,41,East,35,Basic,26.29,4500.06,87,55,5,2,PayPal,1,0
CUST04262,Female,47,East,59,Basic,56.67,2538.61,26,32,4,2,UPI,1,0
CUST04263,Male,25,South,28,Premium,77.57,318.08,74,22,3,3,UPI,1,0
CUST04264,Male,39,South,58,Standard,66.06,4254.19,38,77,1,0,PayPal,1,0
CUST04265,Female,42,North,56,Standard,38.16,202.99,23,97,2,1,UPI,1,0
CUST04266,Male,27,South,41,Premium,49.93,2495.62,8,60,3,1,Credit Card,1,0
CUST04267,Female,66,West,2,Standard,50.02,294.99,14,3,3,2,PayPal,1,1
CUST04268,Male,46,West,51,Premium,119.2,1892.44,24,64,2,2,UPI,1,0
CUST04269,Female,57,North,30,Basic,52.62,3256.47,82,1,2,2,PayPal,0,0
CUST04270,Female,18,East,40,Premium,40.52,1981.76,40,92,3,2,PayPal,1,0
CUST04271,Female,69,North,50,Basic,102.26,4649.08,25,57,4,1,Credit Card,0,0
CUST04272,Female,38,South,40,Premium,62.12,3275.67,84,72,5,1,UPI,0,0
CUST04273,Male,56,East,5,Premium,64.39,3302.93,25,27,3,2,UPI,0,0
CUST04274,Male,41,North,38,Basic,74.89,1997.3,17,32,1,0,PayPal,1,0
CUST04275,Female,26,North,42,Standard,79.57,385.01,4,22,3,2,Credit Card,1,0
CUST04276,Female,61,West,15,Standard,79.06,3743.26,85,83,1,0,Credit Card,0,0
CUST04277,Male,43,North,36,Basic,23.45,3637.97,84,30,3,2,Credit Card,0,0
CUST04278,Male,26,East,3,Standard,101.88,2744.6,81,47,3,2,PayPal,0,0
CUST04279,Male,37,North,24,Basic,39.49,2198.09,99,45,1,1,Credit Card,1,0
CUST04280,Male,52,North,41,Premium,49.23,2783.92,41,44,5,0,UPI,1,0
CUST04281,Male,53,South,48,Basic,37.34,3784.71,60,89,1,0,Credit Card,1,0
CUST04282,Female,59,North,48,Standard,96.71,3621.37,87,94,5,1,Auto-Debit,1,0
CUST04283,Male,53,East,47,Basic,78.37,3358.93,85,31,5,1,Credit Card,1,0
CUST04284,Male,26,West,56,Basic,95.53,4538.13,43,50,1,0,UPI,1,0
CUST04285,Female,39,West,41,Standard,85.34,3127.46,54,46,2,1,Auto-Debit,1,0
CUST04286,Female,18,West,49,Standard,30.42,269.65,52,60,1,0,UPI,1,0
CUST04287,Female,22,West,53,Basic,50.15,3166.71,21,49,2,2,Auto-Debit,0,0
CUST04288,Female,26,South,12,Premium,70.73,3140.28,24,34,3,1,UPI,1,0
CUST04289,Male,54,East,55,Basic,50.49,534.25,37,14,2,1,UPI,0,0
CUST04290,Female,55,South,8,Standard,40.73,2253.1,82,78,4,1,Credit Card,1,1
CUST04291,Female,36,West,14,Standard,106.98,3325.26,44,36,3,1,Credit Card,1,0
CUST04292,Male,25,South,59,Standard,94.78,3581.61,83,55,3,0,UPI,1,0
CUST04293,Female,59,North,18,Basic,54.52,4486.64,5,58,2,0,Auto-Debit,1,0
CUST04294,Female,60,East,44,Standard,96.5,4238.63,61,24,2,0,UPI,1,0
CUST04295,Male,49,North,59,Standard,82.75,759.45,44,19,4,2,Credit Card,1,1
CUST04296,Male,30,South,46,Basic,20.38,3122.17,91,47,3,0,Auto-Debit,1,0
CUST04297,Male,37,North,20,Basic,58.03,3063.11,6,85,2,0,Credit Card,0,0
CUST04298,Male,53,South,23,Basic,49.05,1657.99,78,19,1,3,PayPal,1,0
CUST04299,Male,60,South,5,Basic,41.79,1083.71,3,14,5,1,Auto-Debit,0,0
CUST04300,Female,61,East,1,Basic,45.16,1157.64,65,61,5,2,Auto-Debit,1,0
CUST04301,Male,54,East,45,Basic,114.24,1052.23,31,93,2,0,UPI,1,0
CUST04302,Female,47,East,46,Standard,68.63,4070.07,55,13,4,0,Credit Card,1,0
CUST04303,Female,27,West,2,Basic,104.77,912.29,45,20,2,1,Auto-Debit,1,0
CUST04304,Female,48,East,16,Basic,41.42,1469.08,74,49,4,1,Credit Card,1,0
CUST04305,Female,42,North,5,Basic,37.44,1245.38,55,80,3,1,UPI,1,0
CUST04306,Male,46,East,22,Standard,108.88,3621.71,60,68,1,1,UPI,1,0
CUST04307,Male,41,East,1,Basic,69.57,960.3,31,14,3,2,Auto-Debit,0,0
CUST04308,Female,56,East,12,Standard,109.52,315.51,81,62,1,0,Auto-Debit,1,0
CUST04309,Female,38,South,19,Standard,26.3,1996.28,39,42,4,0,UPI,0,0
CUST04310,Female,58,South,54,Standard,111.64,1664.45,48,26,2,3,Auto-Debit,1,0
CUST04311,Male,26,East,22,Basic,61.54,2108.98,80,60,2,1,PayPal,0,0
CUST04312,Female,59,South,55,Standard,35.54,3818.32,27,53,2,1,PayPal,0,0
CUST04313,Male,59,South,42,Basic,88.34,259.36,16,58,2,1,PayPal,1,0
CUST04314,Female,19,West,44,Premium,99.69,381,52,38,3,1,PayPal,1,0
CUST04315,Other,21,North,51,Standard,24.74,1427.09,4,83,3,2,UPI,0,0
CUST04316,Male,25,South,48,Standard,118.72,4468.2,42,34,4,0,PayPal,1,0
CUST04317,Female,49,North,17,Premium,89.7,1011.56,91,80,1,2,Auto-Debit,1,0
CUST04318,Male,31,South,13,Standard,52.14,4985.78,54,8,1,2,UPI,0,0
CUST04319,Male,66,East,39,Basic,35.13,4067.32,9,59,1,2,UPI,1,0
CUST04320,Female,30,South,28,Basic,59.25,2389.46,25,61,2,1,Credit Card,1,0
CUST04321,Female,38,South,59,Standard,42.06,3789.74,88,67,3,1,Credit Card,1,0
CUST04322,Female,41,North,3,Premium,69.42,2690.31,58,15,5,1,UPI,1,0
CUST04323,Female,67,East,5,Premium,98.19,2916.76,92,15,5,1,PayPal,1,0
CUST04324,Female,35,West,36,Standard,86.01,2987.7,18,92,2,0,PayPal,0,0
CUST04325,Female,62,North,15,Basic,63.59,3313.86,44,95,5,0,UPI,1,1
CUST04326,Female,57,East,17,Standard,31.89,491.67,90,31,1,3,Auto-Debit,0,0
CUST04327,Male,43,East,44,Standard,115.72,3159.19,74,37,1,2,PayPal,1,0
CUST04328,Other,49,North,55,Standard,47.04,3641.35,49,38,4,1,PayPal,1,0
CUST04329,Male,61,South,46,Standard,47.78,1691.47,44,61,2,0,PayPal,0,0
CUST04330,Female,50,East,29,Standard,84.55,4897.18,98,62,4,0,PayPal,0,0
CUST04331,Male,69,West,4,Premium,97.05,893.34,75,15,1,0,PayPal,1,0
CUST04332,Male,48,South,32,Standard,118.42,4570.12,78,53,3,2,Credit Card,1,0
CUST04333,Male,35,North,49,Basic,116.92,3446.96,38,14,2,0,UPI,1,0
CUST04334,Female,52,North,43,Basic,111.38,3388.71,65,17,4,2,Credit Card,1,0
CUST04335,Male,29,North,38,Premium,63.53,4404.91,81,3,4,0,PayPal,0,0
CUST04336,Male,68,North,4,Premium,36.67,4192.3,81,36,1,0,PayPal,1,1
CUST04337,Female,42,West,13,Basic,78.45,1858.09,10,39,4,2,Auto-Debit,1,0
CUST04338,Female,62,West,20,Standard,21.73,3585.78,63,62,1,0,Auto-Debit,0,0
CUST04339,Male,48,East,47,Premium,39.62,442.89,94,67,3,0,UPI,1,0
CUST04340,Male,27,West,18,Premium,20.25,2427.29,46,16,4,4,Credit Card,0,1
CUST04341,Male,64,North,49,Standard,38.05,4701.33,97,80,1,0,Auto-Debit,1,0
CUST04342,Male,69,West,51,Basic,67.48,1515.63,2,97,1,0,UPI,1,0
CUST04343,Female,51,South,42,Standard,59.33,439.86,20,47,3,0,Credit Card,1,0
CUST04344,Female,68,South,37,Basic,56.93,2998.14,96,18,4,0,Credit Card,1,0
CUST04345,Female,20,East,12,Premium,103.1,1904.48,3,85,3,2,PayPal,1,0
CUST04346,Male,63,North,25,Basic,87.5,2022.48,36,38,3,1,Auto-Debit,1,0
CUST04347,Female,56,West,30,Standard,113.64,2995.79,5,64,3,1,PayPal,1,0
CUST04348,Female,25,East,15,Standard,64.53,3183.63,20,52,4,0,PayPal,1,1
CUST04349,Female,49,East,55,Standard,47.22,2299.15,3,17,5,2,Credit Card,1,0
CUST04350,Female,60,West,36,Standard,32.27,2636.24,3,38,1,0,UPI,0,0
CUST04351,Female,46,East,8,Basic,87.2,4967.63,70,59,1,1,Credit Card,1,0
CUST04352,Female,39,North,28,Standard,104.17,4794.31,88,91,3,0,Credit Card,1,0
CUST04353,Male,37,West,52,Basic,38.37,3595.12,47,76,3,2,UPI,1,0
CUST04354,Female,23,South,22,Basic,107.88,975.1,37,34,5,0,Credit Card,1,0
CUST04355,Female,60,South,49,Premium,72.63,1927.81,8,72,2,3,UPI,1,0
CUST04356,Female,66,West,38,Standard,34.41,4438.82,80,80,1,1,PayPal,1,0
CUST04357,Male,46,East,16,Standard,84.29,2233.12,1,33,2,0,UPI,1,0
CUST04358,Female,59,East,58,Standard,72.01,4785.76,78,14,3,3,Auto-Debit,0,0
CUST04359,Female,34,South,5,Standard,22.82,2543.85,45,72,1,2,PayPal,0,0
CUST04360,Male,48,South,46,Standard,59.92,4336.49,74,18,1,0,Auto-Debit,1,0
CUST04361,Male,51,North,34,Standard,98.48,369.82,10,74,3,0,Credit Card,1,0
CUST04362,Female,55,East,49,Premium,75.54,2283.99,86,87,2,1,Auto-Debit,0,0
CUST04363,Female,54,North,38,Standard,48.2,3561.26,95,84,2,0,Credit Card,1,0
CUST04364,Female,21,South,11,Standard,112.86,4345.11,68,62,4,1,Auto-Debit,1,0
CUST04365,Male,19,South,2,Standard,43.78,3126.24,43,81,4,1,Auto-Debit,1,0
CUST04366,Female,29,South,25,Basic,45.27,1031.66,87,25,5,3,Auto-Debit,1,0
CUST04367,Male,52,South,25,Standard,55.46,4451.81,41,48,5,1,Auto-Debit,0,0
CUST04368,Male,23,North,1,Premium,109.45,2959.1,12,3,2,0,Auto-Debit,1,1
CUST04369,Male,63,South,31,Basic,70.76,718.49,8,65,3,1,Auto-Debit,1,0
CUST04370,Male,25,West,5,Basic,88.22,2426.46,45,16,2,0,Auto-Debit,0,1
CUST04371,Male,38,East,40,Standard,117.63,3554.93,88,0,1,0,Auto-Debit,1,0
CUST04372,Male,63,South,4,Basic,98.33,2364.88,1,76,4,0,PayPal,1,1
CUST04373,Male,52,East,51,Premium,37.26,4379.79,26,73,4,0,PayPal,1,0
CUST04374,Male,65,South,5,Basic,98.84,2233.73,86,80,2,0,Credit Card,1,0
CUST04375,Female,32,North,5,Basic,94.83,3000.57,89,84,1,1,PayPal,1,0
CUST04376,Female,24,East,56,Premium,43.26,1213.62,31,8,2,0,UPI,0,1
CUST04377,Male,32,North,16,Basic,52.53,2660.89,56,94,2,0,Auto-Debit,1,0
CUST04378,Female,62,South,54,Standard,91.01,1269.72,98,98,2,2,PayPal,1,0
CUST04379,Male,23,West,18,Premium,43.84,1280.9,37,9,1,1,UPI,0,0
CUST04380,Female,64,West,43,Standard,40.82,1543.53,75,48,4,0,UPI,1,0
CUST04381,Male,34,West,17,Standard,90.35,412.16,4,47,3,1,Credit Card,1,0
CUST04382,Male,21,West,35,Basic,108.06,983.89,72,47,5,1,Credit Card,1,0
CUST04383,Female,39,West,18,Basic,27.5,2236.93,44,14,1,0,Credit Card,0,1
CUST04384,Female,49,North,4,Basic,64.59,829.09,99,44,4,1,Auto-Debit,1,0
CUST04385,Female,39,West,51,Basic,80.72,840.25,89,1,2,2,PayPal,1,0
CUST04386,Female,44,South,31,Standard,87.63,4846.07,95,57,3,3,Credit Card,1,0
CUST04387,Female,63,North,31,Basic,119.62,2250.07,49,37,5,0,PayPal,1,0
CUST04388,Male,32,North,9,Standard,88.27,2137.92,87,2,5,1,Auto-Debit,0,0
CUST04389,Male,61,West,31,Basic,82.02,1485.13,40,89,1,0,UPI,0,0
CUST04390,Male,68,East,5,Standard,118.97,2659.75,68,96,2,0,PayPal,1,0
CUST04391,Male,39,South,36,Basic,26.07,3061.11,71,87,2,0,Auto-Debit,0,0
CUST04392,Female,45,North,16,Basic,27.44,2207.29,10,58,3,1,UPI,1,0
CUST04393,Female,59,South,42,Standard,76.07,2090.28,70,96,5,1,UPI,0,0
CUST04394,Male,55,East,41,Standard,55.87,3562.05,95,62,1,2,Credit Card,1,0
CUST04395,Female,26,North,16,Premium,29.67,4758.93,4,93,2,0,Auto-Debit,0,0
CUST04396,Female,51,South,20,Premium,50.64,4413.55,21,42,5,2,Credit Card,1,0
CUST04397,Male,53,West,54,Standard,87.44,769.38,42,3,5,1,PayPal,0,0
CUST04398,Male,26,North,30,Standard,108.06,3331.08,84,42,4,0,Auto-Debit,0,0
CUST04399,Male,32,North,26,Basic,29.43,233.83,81,60,3,1,Credit Card,0,0
CUST04400,Male,62,North,49,Basic,74.01,3238.84,6,85,2,0,UPI,1,0
CUST04401,Male,37,North,31,Premium,49.61,2428.9,11,48,4,1,PayPal,1,0
CUST04402,Female,25,West,50,Basic,86.73,2557.34,82,63,3,3,Auto-Debit,1,1
CUST04403,Male,45,East,15,Basic,74.95,3022.52,73,19,4,1,PayPal,1,0
CUST04404,Male,68,East,52,Basic,112.67,3764.75,12,92,2,0,Auto-Debit,1,0
CUST04405,Other,36,South,41,Basic,23.77,3701.4,31,84,1,4,UPI,1,0
CUST04406,Female,33,West,38,Standard,67,413.5,31,44,4,1,Credit Card,1,0
CUST04407,Female,28,West,38,Basic,39.28,3735.17,43,16,4,1,PayPal,1,0
CUST04408,Male,59,South,43,Standard,73.68,4183.12,58,65,5,2,PayPal,1,0
CUST04409,Male,25,West,57,Basic,105.36,527.23,50,97,2,3,Auto-Debit,1,0
CUST04410,Female,50,West,20,Standard,111.13,1750.14,98,21,4,3,PayPal,0,0
CUST04411,Male,27,North,35,Standard,59.82,4001.91,80,49,1,0,Credit Card,1,0
CUST04412,Male,35,North,23,Basic,101.18,2566.91,41,69,4,1,PayPal,1,0
CUST04413,Female,52,North,44,Standard,48.05,3535.48,76,24,3,1,UPI,0,0
CUST04414,Female,60,West,47,Basic,20.63,2611.12,77,1,1,1,Credit Card,1,0
CUST04415,Male,67,West,39,Standard,105.52,4895.47,36,42,1,2,UPI,1,0
CUST04416,Female,20,East,25,Standard,31.94,4693.73,77,16,4,2,PayPal,1,0
CUST04417,Male,57,North,54,Premium,21.76,1549.5,44,72,4,0,Credit Card,1,0
CUST04418,Male,44,South,50,Basic,55.38,2052.25,66,19,5,1,PayPal,0,0
CUST04419,Male,45,West,22,Basic,57.94,2270.46,15,36,2,1,Auto-Debit,1,0
CUST04420,Male,63,North,47,Basic,27.72,700.18,77,51,5,2,UPI,1,1
CUST04421,Male,23,East,8,Basic,101.42,2139.56,34,78,3,0,PayPal,1,0
CUST04422,Female,64,North,54,Basic,60.56,3919.27,90,25,2,1,Credit Card,1,0
CUST04423,Female,31,East,9,Basic,68.99,4265.1,70,24,5,1,PayPal,1,0
CUST04424,Female,24,East,15,Standard,46.46,4453.44,85,63,5,1,UPI,1,0
CUST04425,Male,27,West,48,Premium,71.15,269.88,44,30,4,0,Credit Card,0,0
CUST04426,Male,32,East,20,Basic,96.67,3986.27,33,29,5,2,Credit Card,0,0
CUST04427,Male,48,East,35,Premium,110.62,2612.61,79,9,4,1,Credit Card,1,0
CUST04428,Male,46,South,59,Premium,117.05,1189.56,99,37,1,1,PayPal,0,0
CUST04429,Male,59,East,37,Premium,62.67,2593.98,92,84,2,0,Auto-Debit,0,0
CUST04430,Female,34,South,3,Premium,119,4252.45,6,87,4,0,UPI,1,0
CUST04431,Female,68,South,59,Standard,49.5,2284.4,40,97,5,1,PayPal,1,0
CUST04432,Female,46,North,34,Standard,20.7,4954.21,6,27,4,1,Auto-Debit,1,0
CUST04433,Male,66,North,34,Standard,96.76,3160.08,75,100,1,1,Credit Card,0,0
CUST04434,Female,61,West,36,Standard,37.84,2550.87,14,23,3,1,Credit Card,1,0
CUST04435,Male,32,West,35,Premium,25.25,1615.47,85,28,3,1,PayPal,1,0
CUST04436,Male,43,West,9,Basic,112.4,253.05,84,80,1,2,UPI,1,0
CUST04437,Male,29,East,30,Basic,99.18,3130.63,5,87,5,1,UPI,1,0
CUST04438,Female,42,North,55,Standard,30.27,2971.98,45,16,2,1,Auto-Debit,1,0
CUST04439,Other,58,East,54,Standard,97.69,2680.71,59,100,2,0,Auto-Debit,0,0
CUST04440,Male,22,North,26,Premium,104.4,2780.98,73,69,4,1,Credit Card,0,0
CUST04441,Female,21,East,12,Basic,110.53,4248.91,94,63,3,2,UPI,1,0
CUST04442,Female,61,West,24,Standard,74.37,1720.98,43,100,1,0,PayPal,1,0
CUST04443,Male,65,North,41,Basic,90.34,2841.22,53,30,5,0,Auto-Debit,1,0
CUST04444,Male,58,North,19,Premium,96.22,3463.75,27,56,1,0,Auto-Debit,1,0
CUST04445,Male,48,South,44,Basic,88.86,1207.13,69,19,3,2,Credit Card,1,0
CUST04446,Other,20,North,16,Premium,84.68,4639.13,69,45,1,1,Auto-Debit,1,1
CUST04447,Male,20,North,26,Basic,74.76,3738.19,48,1,1,0,PayPal,1,0
CUST04448,Female,43,East,23,Basic,67.92,455.82,79,81,1,1,Credit Card,0,0
CUST04449,Male,67,West,57,Basic,119.61,4352.51,73,49,4,0,Auto-Debit,1,0
CUST04450,Female,34,South,33,Basic,53.76,4663.38,25,59,5,2,Credit Card,1,0
CUST04451,Male,27,East,42,Standard,28.83,4009.62,8,85,2,0,PayPal,0,0
CUST04452,Female,19,North,57,Basic,96.5,2245.88,78,40,5,2,Credit Card,1,0
CUST04453,Female,41,East,30,Standard,41.38,4973.01,32,100,3,0,UPI,1,0
CUST04454,Female,28,West,23,Basic,73.27,797.29,95,89,2,1,Auto-Debit,1,0
CUST04455,Female,41,South,10,Premium,29.58,2775.71,61,75,4,1,Auto-Debit,0,0
CUST04456,Male,52,East,36,Basic,81.93,1017.88,87,69,2,1,Credit Card,1,1
CUST04457,Female,40,North,31,Basic,114.4,2308.87,1,16,2,2,UPI,1,0
CUST04458,Male,49,East,43,Standard,92.27,4651.64,31,77,2,0,Credit Card,1,0
CUST04459,Male,40,North,22,Premium,41.45,4012.45,71,9,1,1,Auto-Debit,1,1
CUST04460,Female,51,South,43,Premium,117.11,3953.99,15,89,3,2,UPI,1,0
CUST04461,Male,58,South,43,Premium,50.71,1898.5,70,66,4,1,UPI,0,0
CUST04462,Female,36,East,54,Basic,63.66,4684.5,16,41,3,2,PayPal,1,0
CUST04463,Other,19,South,38,Premium,69.81,1967.65,78,78,1,4,UPI,0,0
